/fsc/home/mmars/src/vasp/release/potpaw      LDA     1400426aa78e2dde01a8810a480ec28df91cd279	version:6.3
/fsc/home/mmars/src/vasp/release/potpaw      LDA     ea71930292b00089b58a6e94403cc8597bd26045	version:5.4
/fsc/home/mmars/src/vasp/release/potpaw      LDA     d0caa1a66acd04ba39959ef58b5d7d3bfdf60914	version:5.2
/fsc/home/mmars/src/vasp/release/potpaw_PBE  PBE     1e9c7fb1fd4440b0cb9f64f8ce068b5ff7615852	version:6.3
/fsc/home/mmars/src/vasp/release/potpaw_PBE  PBE     b5c7b53afe8927bded4dbe170f804af569314c4a	version:5.4
/fsc/home/mmars/src/vasp/release/potpaw_PBE  PBE     61a411010e1e8df4bdd39808973cc8d25ccbf8b9	version:5.2
